"wbcode2","year","dem","y","tradewb"
13,1992,0,505.781402587891,37.2543640136719
13,1993,0,497.6689453125,38.8589134216309
13,1994,0,492.360595703125,37.4328002929688
13,1995,0,482.958892822266,41.4081001281738
13,1996,0,473.745483398438,33.0986061096191
13,1997,0,471.473419189453,25.588981628418
13,1998,0,475.436553955078,22.439697265625
13,1999,0,473.459625244141,27.0160369873047
13,2000,0,471.166168212891,22.2829151153564
13,2001,0,471.254455566406,21.4139442443848
13,2002,0,473.226867675781,20.470573425293
13,2003,1,469.287811279297,23.369457244873
13,2004,1,471.114837646484,27.9477252960205
13,2005,1,469.045196533203,32.8258666992188
13,2006,1,471.015075683594,40.7264175415039
13,2007,1,471.476928710938,54.1282501220703
13,2008,1,472.867645263672,43.7155990600586
13,2009,1,473.484436035156,44.7285041809082
13,2010,1,474.758972167969,52.0401191711426
14,1960,1,891.66162109375,NA
14,1961,1,896.18798828125,77.5138549804688
14,1962,1,900.87060546875,80.3783874511719
14,1963,1,904.382507324219,82.2970886230469
14,1964,1,910.161499023438,85.1676025390625
14,1965,1,912.752075195312,84.8125915527344
14,1966,1,915.183715820312,85.6729049682617
14,1967,1,918.422241210938,87.0563735961914
14,1968,1,922.137451171875,87.1344757080078
14,1969,1,928.273559570312,93.2059326171875
14,1970,1,933.787048339844,96.5683746337891
14,1971,1,937.513244628906,94.2793502807617
14,1972,1,942.281799316406,93.6394653320312
14,1973,1,948.153503417969,97.0665283203125
14,1974,1,952.303039550781,107.848815917969
14,1975,1,950.028503417969,107.103256225586
14,1976,1,955.348571777344,102.580688476562
14,1977,1,955.849365234375,104.339309692383
14,1978,1,958.558288574219,102.341995239258
14,1979,1,960.782531738281,105.097839355469
14,1980,1,965.020385742188,110.877029418945
14,1981,1,964.743347167969,116.573226928711
14,1982,1,965.36376953125,124.480369567871
14,1983,1,965.68310546875,130.972946166992
14,1984,1,968.121032714844,135.534240722656
14,1985,1,969.7294921875,137.574157714844
14,1986,1,971.500183105469,129.336334228516
14,1987,1,973.695495605469,120.833801269531
14,1988,1,977.992614746094,123.599212646484
14,1989,1,981.039733886719,131.355972290039
14,1990,1,983.830627441406,133.987411499023
14,1991,1,985.275573730469,130.827575683594
14,1992,1,986.388854980469,127.652236938477
14,1993,1,985.031677246094,122.422676086426
14,1994,1,987.899475097656,121.278854370117
14,1995,1,990.046875,125.192459106445
14,1996,1,991.265869140625,127.048477172852
14,1997,1,994.69091796875,132.272399902344
14,1998,1,996.387878417969,135.726989746094
14,1999,1,999.63720703125,135.859039306641
14,2000,1,1002.99865722656,143.9365234375
14,2001,1,1003.45916748047,153.0634765625
14,2002,1,1004.36145019531,150.901214599609
14,2003,1,1004.74633789062,144.885955810547
14,2004,1,1007.53057861328,144.465927124023
14,2005,1,1008.69732666016,149.701217651367
14,2006,1,1010.70385742188,155.508514404297
14,2007,1,1012.82818603516,159.498565673828
14,2008,1,1012.99035644531,163.636260986328
14,2009,1,1009.30383300781,156.870620727539
14,2010,1,1010.62670898438,149.97575378418
15,1960,0,554.899353027344,NA
15,1961,0,556.69970703125,16.693775177002
15,1962,0,551.830627441406,13.0524549484253
15,1963,0,554.9873046875,13.780665397644
15,1964,0,559.887756347656,16.7632369995117
15,1965,0,563.440002441406,19.5107288360596
15,1966,0,565.283630371094,21.752254486084
15,1967,0,564.621765136719,23.8618850708008
15,1968,0,566.58642578125,29.1069087982178
15,1969,0,567.537231445312,30.8498077392578
15,1970,0,567.641540527344,36.6050834655762
15,1971,0,564.076965332031,42.2471237182617
15,1972,0,568.169189453125,42.2170181274414
15,1973,0,569.595886230469,42.4621276855469
15,1974,0,570.596557617188,40.2669219970703
15,1975,0,563.225952148438,44.0228958129883
15,1976,0,561.691284179688,46.4042282104492
15,1977,0,564.079406738281,47.2074127197266
15,1978,0,562.795715332031,51.3058700561523
15,1979,0,566.544799804688,52.0617446899414
15,1980,0,570.478149414062,52.8383026123047
15,1981,0,577.286865234375,53.2526054382324
15,1982,0,576.76708984375,61.7299041748047
15,1983,0,569.56298828125,53.8505897521973
15,1984,0,574.431640625,51.157096862793
15,1985,0,578.937194824219,54.5845489501953
15,1986,0,578.360717773438,53.3245239257812
15,1987,0,574.137634277344,47.8830261230469
15,1988,0,574.716430664062,44.7543487548828
15,1989,0,568.905334472656,45.5785179138184
15,1990,0,568.962707519531,43.9862442016602
15,1991,1,570.260925292969,47.5413665771484
15,1992,1,570.721740722656,53.5813751220703
15,1993,1,570.675537109375,55.9659805297852
15,1994,1,571.560852050781,61.2444343566895
15,1995,1,572.863220214844,63.4424018859863
15,1996,1,575.283813476562,62.9300079345703
15,1997,1,578.437133789062,57.1951141357422
15,1998,1,580.133361816406,58.6284332275391
15,1999,1,581.923583984375,61.5631713867188
15,2000,1,584.629516601562,60.5726852416992
15,2001,1,586.433715820312,52.0938034057617
15,2002,1,587.662963867188,53.1096725463867
15,2003,1,588.269470214844,51.9330825805664
15,2004,1,588.1220703125,51.0904312133789
15,2005,1,587.843627929688,50.2041625976562
15,2006,1,588.792297363281,47.0203628540039
15,2007,1,590.275634765625,47.2824859619141
15,2008,1,592.293579101562,48.1464004516602
15,2009,1,593.124084472656,43.2855834960938
15,2010,1,593.235046386719,40.2136268615723
16,1960,0,480.572326660156,NA
16,1961,0,483.012542724609,21.2682914733887
16,1962,0,487.431854248047,21.3219604492188
16,1963,0,484.599212646484,21.285457611084
16,1964,0,485.241790771484,18.467845916748
16,1965,0,487.244567871094,16.1710357666016
16,1966,0,486.004302978516,16.4283504486084
16,1967,0,492.610076904297,16.5769939422607
16,1968,0,493.727111816406,20.1320457458496
16,1969,0,493.789093017578,21.1046047210693
16,1970,0,491.939971923828,21.9876346588135
16,1971,0,491.358001708984,21.6532363891602
16,1972,0,491.631896972656,26.3308162689209
16,1973,0,490.036010742188,27.6007976531982
16,1974,0,495.909942626953,31.2403030395508
16,1975,0,496.727661132812,31.8211708068848
16,1976,0,502.731750488281,38.3563690185547
16,1977,1,500.868591308594,34.9685096740723
16,1978,1,503.093811035156,37.9116859436035
16,1979,1,504.36669921875,35.9969635009766
16,1980,0,502.788696289062,38.2329635620117
16,1981,0,504.539672851562,40.5389175415039
16,1982,0,511.213195800781,39.6308288574219
16,1983,0,509.06103515625,39.508186340332
16,1984,0,504.733978271484,40.5350608825684
16,1985,0,510.344360351562,38.679256439209
16,1986,0,515.406372070312,40.0166473388672
16,1987,0,512.549682617188,40.3299827575684
16,1988,0,515.538391113281,39.0798301696777
16,1989,0,514.997863769531,35.8798446655273
16,1990,0,511.704315185547,34.6125869750977
16,1991,0,517.67724609375,34.903507232666
16,1992,0,515.182189941406,32.1951675415039
16,1993,0,515.8427734375,28.4790802001953
16,1994,0,514.396606445312,34.8751602172852
16,1995,0,517.195190429688,39.1681594848633
16,1996,0,524.877014160156,37.1705207824707
16,1997,0,528.226196289062,38.4292259216309
16,1998,0,532.490966796875,39.4119911193848
16,1999,0,536.829223632812,37.6500473022461
16,2000,0,535.835571289062,33.0831680297852
16,2001,0,539.429992675781,34.4311866760254
16,2002,0,541.162475585938,32.3025131225586
16,2003,0,546.020629882812,30.4064350128174
16,2004,0,547.6513671875,33.3507461547852
16,2005,0,550.889709472656,35.5441398620605
16,2006,0,553.3076171875,37.1407852172852
16,2007,0,553.884033203125,35.8332138061523
16,2008,0,555.792358398438,34.8144836425781
16,2009,0,556.253051757812,39.0167083740234
16,2010,0,562.112670898438,44.8412895202637
17,1960,NA,554.057739257812,NA
17,1961,NA,557.126220703125,20.0896110534668
17,1962,NA,559.668701171875,22.4467506408691
17,1963,NA,556.425170898438,20.7915821075439
17,1964,NA,563.929504394531,21.6846885681152
17,1965,NA,562.500366210938,23.7845726013184
17,1966,NA,561.817749023438,23.65087890625
17,1967,NA,556.592834472656,21.9579639434814
17,1968,NA,562.467895507812,20.9265270233154
17,1969,NA,560.93896484375,19.7523231506348
17,1970,NA,564.280944824219,19.978443145752
17,1971,NA,557.208374023438,18.7989711761475
17,1972,1,541.257934570312,16.4023151397705
17,1973,1,543.843139648438,20.2719688415527
17,1974,0,552.086791992188,15.5563230514526
17,1975,0,546.464660644531,13.2436246871948
17,1976,0,549.907836914062,12.8466281890869
17,1977,0,549.994689941406,24.676944732666
17,1978,0,553.961486816406,17.9391098022461
17,1979,0,555.702697753906,21.5900726318359
17,1980,0,553.647644042969,21.2921276092529
17,1981,0,554.615600585938,23.1530818939209
17,1982,0,554.259033203125,19.708179473877
17,1983,0,555.527648925781,21.6821346282959
17,1984,0,557.906372070312,18.3563613891602
17,1985,0,558.382263183594,18.506441116333
17,1986,0,559.825866699219,18.5839233398438
17,1987,0,560.781311035156,17.3849678039551
17,1988,0,560.250915527344,17.7354774475098
17,1989,0,560.245727539062,18.4462642669678
17,1990,0,563.540954589844,19.385066986084
17,1991,1,564.466552734375,20.1932277679443
17,1992,1,567.128784179688,19.8139095306396
17,1993,1,569.429931640625,21.3645992279053
17,1994,1,571.313415527344,23.1058540344238
17,1995,1,574.032836914062,24.7289543151855
17,1996,1,576.494140625,28.4291877746582
17,1997,1,579.72607421875,30.686653137207
17,1998,1,582.852905273438,31.3468742370605
17,1999,1,585.693481445312,31.4711799621582
17,2000,1,589.616394042969,32.6387557983398
17,2001,1,592.957153320312,34.6091232299805
17,2002,1,595.533447265625,35.7763366699219
