"state","sid","year","cdl_binary","cdl","l_homicide","l_assault","l_robbery","l_larceny","l_police","l_income","l_prisoner"
"Arkansas",4,2006,0,0,2.01577830314636,6.00150966644287,4.59484577178955,7.86199808120728,5.68382596969604,10.5984582901001,6.19118595123291
"Arkansas",4,2007,0,0,1.96919047832489,5.92596817016602,4.7053656578064,7.86389493942261,5.70839881896973,10.6665802001953,6.23487901687622
"Arkansas",4,2008,0,0,1.75698804855347,5.88008213043213,4.57865715026855,7.80594444274902,5.83473205566406,10.5988073348999,6.25381231307983
"Arkansas",4,2009,0,0,1.84165072441101,5.9389705657959,4.50825786590576,7.78487539291382,5.86160087585449,10.5224771499634,6.28384160995483
"Arkansas",4,2010,0,0,1.5607613325119,5.93121767044067,4.40499639511108,7.72666597366333,5.84024143218994,10.5602560043335,6.3265209197998
"California",5,2000,0,0,1.83897829055786,6.03736925125122,5.20557737350464,7.58691358566284,5.74903678894043,10.9899263381958,6.20084762573242
"California",5,2001,0,0,1.87940216064453,6.00151538848877,5.25665235519409,7.63606643676758,5.7516508102417,10.9717264175415,6.15991401672363
"California",5,2002,0,0,1.94361591339111,5.94410848617554,5.24412775039673,7.64348268508911,5.80491256713867,10.9594011306763,6.15387678146362
"California",5,2003,0,0,1.93823373317719,5.92260646820068,5.21513557434082,7.65493059158325,5.79797029495239,10.9758415222168,6.16268396377563
"California",5,2004,0,0,1.92037522792816,5.79664993286133,5.171630859375,7.63948965072632,5.77194499969482,10.9475736618042,6.16357707977295
"California",5,2005,0,0,1.95937883853912,5.78386878967285,5.19484806060791,7.58214950561523,5.75197744369507,10.9647789001465,6.18165588378906
"California",5,2006,0,0,1.92130434513092,5.72416687011719,5.27274322509766,7.51289081573486,5.76185274124146,10.9991121292114,6.17672920227051
"California",5,2007,0,0,1.82969665527344,5.70759534835815,5.27054023742676,7.49457263946533,5.80992412567139,10.9786262512207,6.17500638961792
"California",5,2008,0,0,1.77183330059052,5.66160297393799,5.24976396560669,7.48785448074341,5.82638311386108,10.9636192321777,6.16725015640259
"California",5,2009,0,0,1.69216585159302,5.61984634399414,5.17345285415649,7.43539333343506,5.81614637374878,10.9518756866455,6.15638828277588
"California",5,2010,0,0,1.58779323101044,5.5580849647522,5.05745983123779,7.39287805557251,5.7731671333313,10.9052038192749,6.10134029388428
"Colorado",6,2000,0,0,1.16057360172272,5.41385507583618,4.28037071228027,7.89648675918579,5.77576780319214,11.0198907852173,5.99383020401001
"Colorado",6,2001,0,0,1.29797649383545,5.43050670623779,4.41149187088013,7.94189834594727,5.86258840560913,11.0159044265747,6.00236177444458
"Colorado",6,2002,0,0,1.40236496925354,5.43110275268555,4.39781761169434,7.95259094238281,5.86286449432373,10.977294921875,6.05834484100342
"Colorado",6,2003,0,0,1.42534041404724,5.40739345550537,4.43129062652588,7.93701362609863,5.85009002685547,10.9887275695801,6.09188556671143
"Colorado",6,2004,0,0,1.49695110321045,5.52052450180054,4.42021942138672,7.91608667373657,5.83875179290771,10.9808254241943,6.11167764663696
"Colorado",6,2005,0,0,1.33289194107056,5.60109281539917,4.46056461334229,7.93627166748047,5.82489967346191,10.9392309188843,6.15335988998413
"Colorado",6,2006,0,0,1.28022313117981,5.58135986328125,4.38656520843506,7.75151109695435,5.84791612625122,11.0059261322021,6.15898561477661
"Colorado",6,2007,0,0,1.17908906936646,5.47316551208496,4.28497695922852,7.65059757232666,5.86217546463013,11.0712060928345,6.1719765663147
"Colorado",6,2008,0,0,1.16941285133362,5.47052812576294,4.24192810058594,7.6271481513977,5.85219669342041,11.0302658081055,6.17464876174927
"Colorado",6,2009,0,0,1.1887412071228,5.44555759429932,4.24280166625977,7.58230018615723,5.88607215881348,10.948224067688,6.15413331985474
"Colorado",6,2010,0,0,0.881419837474823,5.37033700942993,4.14335489273071,7.58247900009155,5.8390645980835,11.0094394683838,6.12910175323486
"Connecticut",7,2000,0,0,1.08917951583862,5.276047706604,4.75535440444946,7.63877201080322,5.68790054321289,11.059157371521,6.32186937332153
"Connecticut",7,2001,0,0,1.15227496623993,5.28782224655151,4.83709859848022,7.59211206436157,5.69099998474121,11.0928392410278,6.36077165603638
"Connecticut",7,2002,0,0,0.919168412685394,5.17342948913574,4.79950428009033,7.56640911102295,5.67245054244995,11.0775632858276,6.42720651626587
"Connecticut",7,2003,0,0,1.20063281059265,5.18547487258911,4.82782697677612,7.57297706604004,5.6516523361206,11.0846014022827,6.37789154052734
"Connecticut",7,2004,0,0,1.08190762996674,5.00783348083496,4.81671619415283,7.58574676513672,5.65672159194946,11.0603847503662,6.3547534942627
"Connecticut",7,2005,0,0,1.12914490699768,4.94988775253296,4.75234222412109,7.54830169677734,5.64761543273926,11.0584173202515,6.35037565231323
"Connecticut",7,2006,0,0,1.36325979232788,4.99738264083862,4.8434886932373,7.51742029190063,5.62346935272217,11.1196308135986,6.37467336654663
"Connecticut",7,2007,0,0,1.17351198196411,5.04784250259399,4.81319189071655,7.46371984481812,5.64368343353271,11.1191120147705,6.39477634429932
"Connecticut",7,2008,0,0,1.32945418357849,5.12630414962769,4.75139427185059,7.50090169906616,5.7206244468689,11.0898056030273,6.38265562057495
"Connecticut",7,2009,0,0,1.10966742038727,5.11597108840942,4.74052810668945,7.44819498062134,5.71067810058594,11.096227645874,6.33541393280029
"Connecticut",7,2010,0,0,1.29477143287659,5.0912971496582,4.60278463363647,7.36935663223267,5.68407917022705,11.1042346954346,6.29618501663208
"Delaware",8,2000,0,0,1.19202184677124,6.13936233520508,5.21307849884033,7.94242143630981,5.97080898284912,11.063006401062,6.8154616355896
"Delaware",8,2001,0,0,1.09222400188446,6.04896926879883,5.00945091247559,7.83366823196411,5.95102500915527,11.0200548171997,6.81082391738892
"Delaware",8,2002,0,0,1.20112943649292,6.04410457611084,4.99402236938477,7.77152729034424,5.98251295089722,11.0049953460693,6.76447010040283
"Delaware",8,2003,0,0,0.974507689476013,6.1441798210144,5.20307779312134,7.77864694595337,5.96299457550049,10.9701099395752,6.75378036499023
"Delaware",8,2004,0,0,1.24600958824158,6.0385479927063,5.11646604537964,7.78088808059692,5.98314762115479,10.9234533309937,6.75698709487915
"Delaware",8,2005,0,0,1.5085084438324,6.08960723876953,5.0723147392273,7.70042848587036,5.96317005157471,10.9546937942505,6.7463870048523
"Delaware",8,2006,0,0,1.59352242946625,6.08082008361816,5.34638214111328,7.78075933456421,5.89015960693359,10.9456348419189,6.73852205276489
"Delaware",8,2007,0,0,1.52033698558807,6.1493239402771,5.3394570350647,7.7982325553894,5.90396499633789,10.9578695297241,6.74911165237427
"Delaware",8,2008,0,0,1.88919353485107,6.1179461479187,5.36746025085449,7.84698343276978,5.90415334701538,10.8462839126587,6.71046495437622
"Delaware",8,2009,0,0,1.5573638677597,6.03164720535278,5.27034091949463,7.78822946548462,5.89162111282349,10.8775568008423,6.66758728027344
"Delaware",8,2010,0,0,1.68313944339752,5.93934297561646,5.32346296310425,7.78863000869751,5.87342548370361,10.9199676513672,6.6064600944519
"Florida",10,2000,0,0,1.75628757476807,6.35821866989136,5.31806945800781,8.10887050628662,6.02464437484741,10.8035678863525,6.12548303604126
"Florida",10,2001,0,0,1.6974630355835,6.33561849594116,5.32460689544678,8.07930660247803,5.97490739822388,10.7111682891846,6.11439943313599
"Florida",10,2002,0,0,1.71964883804321,6.29559230804443,5.29659032821655,8.05016613006592,6.05795049667358,10.7382211685181,6.13314533233643
"Florida",10,2003,0,0,1.71563184261322,6.23857259750366,5.24539232254028,8.02020168304443,6.02512264251709,10.7407569885254,6.20154047012329
"Florida",10,2004,0,0,1.71702182292938,6.22919321060181,5.17363166809082,7.95148229598999,6.05067157745361,10.7534036636353,6.22143650054932
"Florida",10,2005,1,0.246575340628624,1.62527549266815,6.23090982437134,5.15559196472168,7.90861511230469,6.01443958282471,10.7792272567749,6.24693441390991
"Florida",10,2006,1,1,1.8311493396759,6.18545913696289,5.24049186706543,7.8705472946167,6.01457118988037,10.8075838088989,6.24208307266235
"Florida",10,2007,1,1,1.89795637130737,6.17265605926514,5.35565233230591,7.9099531173706,6.02560043334961,10.7821798324585,6.30116939544678
"Florida",10,2008,1,1,1.86086916923523,6.12175226211548,5.29568386077881,7.93306159973145,6.00705432891846,10.7237958908081,6.33348989486694
"Florida",10,2009,1,1,1.71937465667725,6.03472328186035,5.13362979888916,7.87602663040161,5.9824423789978,10.7447099685669,6.34609079360962
"Florida",10,2010,1,1,1.66492998600006,5.91967296600342,4.93941402435303,7.80587530136108,5.96008348464966,10.697452545166,6.32534408569336
"Georgia",11,2000,0,0,2.10242176055908,5.76838302612305,5.11566495895386,8.01413822174072,5.91276407241821,10.8790092468262,6.32111597061157
"Georgia",11,2001,0,0,1.99298679828644,5.70545721054077,5.17451858520508,7.98145341873169,5.90931463241577,10.8673105239868,6.33442211151123
"Georgia",11,2002,0,0,1.9848815202713,5.6266713142395,5.08339691162109,7.94360065460205,5.76858377456665,10.8597679138184,6.34532785415649
"Georgia",11,2003,0,0,2.05232954025269,5.58596038818359,5.11452484130859,7.98258256912231,5.90458011627197,10.8259592056274,6.32696437835693
"Georgia",11,2004,0,0,1.96617233753204,5.6151556968689,5.06974172592163,7.97472524642944,5.83321857452393,10.7644138336182,6.38942527770996
"Georgia",11,2005,0,0,1.85531783103943,5.6051139831543,5.07000064849854,7.94785451889038,5.78877592086792,10.845290184021,6.31470346450806
"Georgia",11,2006,1,0.5,1.88054358959198,5.62331867218018,5.1417670249939,7.84301710128784,5.79757022857666,10.8848171234131,6.33466339111328
"Georgia",11,2007,1,1,2.05843091011047,5.66054773330688,5.22247934341431,7.84664535522461,5.73834419250488,10.8424978256226,6.36548614501953
"Georgia",11,2008,1,1,1.92212188243866,5.63400411605835,5.23558044433594,7.86166143417358,5.85572576522827,10.7538948059082,6.31788063049316
"Georgia",11,2009,1,1,1.78496277332306,5.5549578666687,5.03726673126221,7.78878879547119,5.90399980545044,10.6931943893433,6.33139133453369
"Georgia",11,2010,1,1,1.75868260860443,5.52213096618652,4.85759544372559,7.76106834411621,5.83189725875854,10.6943960189819,6.37511539459229
"Hawaii",12,2000,0,0,1.09085249900818,4.81482315063477,4.55926322937012,8.21034908294678,5.72918128967285,11.0861806869507,6.06324195861816
"Hawaii",12,2001,0,0,0.990362048149109,4.86026000976562,4.56516265869141,8.23737621307373,5.69367933273315,10.9754648208618,6.12450456619263
"Hawaii",12,2002,0,0,0.686058163642883,4.92016458511353,4.60637998580933,8.31457614898682,5.68355178833008,10.9565620422363,6.10640859603882
"Hawaii",12,2003,0,0,0.588062644004822,5.01617002487183,4.56006813049316,8.20713996887207,5.67818117141724,11.0259628295898,6.16744947433472
"Hawaii",12,2004,0,0,0.989343822002411,5.04402303695679,4.34296226501465,8.11606407165527,5.63227653503418,11.0809106826782,6.18566179275513
"Hawaii",12,2005,0,0,0.661843955516815,5.02547311782837,4.39254474639893,8.13368129730225,5.66355037689209,11.1056785583496,6.20734691619873
"Hawaii",12,2006,0,0,0.490791141986847,5.09118795394897,4.48855495452881,7.98590993881226,5.64984655380249,11.0881547927856,6.14026832580566
"Hawaii",12,2007,0,0,0.631320178508759,5.06461381912231,4.47613430023193,7.98520231246948,5.66339063644409,11.1172571182251,6.14910745620728
"Hawaii",12,2008,0,0,0.708438098430634,5.06908416748047,4.4396767616272,7.80566883087158,5.69178104400635,11.0397005081177,6.1423282623291
"Hawaii",12,2009,0,0,0.585860788822174,5.10575723648071,4.3876805305481,7.86712694168091,5.69364929199219,10.9431991577148,6.13154745101929
"Hawaii",12,2010,0,0,0.577204346656799,5.0634970664978,4.35949850082397,7.7511625289917,5.62197256088257,10.9769020080566,6.08388996124268
"Idaho",13,2000,0,0,0.236943781375885,5.34440326690674,2.87152671813965,7.72359228134155,5.56512355804443,10.7710084915161,6.08320188522339
"Idaho",13,2001,0,0,0.844363927841187,5.27160310745239,2.94442486763,7.69325351715088,5.59795427322388,10.7599220275879,6.14368057250977
"Idaho",13,2002,0,0,1.01218998432159,5.30947542190552,2.90930986404419,7.70578908920288,5.58976078033447,10.7300500869751,6.16145944595337
"Idaho",13,2003,0,0,0.667955636978149,5.25605773925781,2.91111731529236,7.70400238037109,5.58117580413818,10.824387550354,6.06455087661743
"Idaho",13,2004,0,0,0.823805630207062,5.24768590927124,2.87461543083191,7.64357566833496,5.58404779434204,10.8435335159302,6.14995765686035
"Idaho",13,2005,0,0,0.919414162635803,5.29857969284058,2.94756245613098,7.58985471725464,5.57446241378784,10.8064498901367,6.19138765335083
"Idaho",13,2006,0,0,0.78029602766037,5.2125997543335,2.99813985824585,7.44566106796265,5.58226585388184,10.8192577362061,6.18578481674194
"Idaho",13,2007,0,0,1.20870578289032,5.29210615158081,2.78071737289429,7.4303503036499,5.62779235839844,10.8535995483398,6.21511459350586
"Idaho",13,2008,0,0,0.431644141674042,5.24665260314941,2.78094696998596,7.37241363525391,5.69927835464478,10.7793731689453,6.19040870666504
"Idaho",13,2009,0,0,0.474967241287231,5.28715181350708,2.83424782752991,7.34302854537964,5.64331817626953,10.7695369720459,6.20614862442017
"Idaho",13,2010,0,0,0.301488697528839,5.15982341766357,2.62294220924377,7.32010364532471,5.63282632827759,10.7582006454468,6.17038202285767
"Illinois",14,2000,0,0,2.0045850276947,6.0387077331543,5.35636281967163,7.85888767242432,6.02391338348389,10.9737348556519,5.92505788803101
"Illinois",14,2001,0,0,2.08881545066833,6.00585651397705,5.32309150695801,7.83303546905518,6.02639484405518,10.9483652114868,5.89904689788818
"Illinois",14,2002,0,0,2.05749654769897,5.90647029876709,5.32863521575928,7.81505155563354,6.01808166503906,10.8544311523438,5.8513126373291
"Illinois",14,2003,0,0,1.98230707645416,5.81907653808594,5.26233577728271,7.78328371047974,6.0113034248352,10.88796043396,5.86411285400391
"Illinois",14,2004,0,0,1.83977711200714,5.8207278251648,5.20539140701294,7.74780797958374,6.00373554229736,10.8815507888794,5.87365484237671
"Illinois",14,2005,0,0,1.82286012172699,5.82564926147461,5.2307448387146,7.7106294631958,6.02366828918457,10.8977203369141,5.88908576965332
"Illinois",14,2006,0,0,1.80476915836334,5.76333284378052,5.22215938568115,7.66115522384644,6.00553131103516,10.8710794448853,5.86224555969238
"Illinois",14,2007,0,0,1.77203118801117,5.76015281677246,5.19688272476196,7.647705078125,6.0374231338501,10.9189538955688,5.86847925186157
"Illinois",14,2008,0,0,1.81773853302002,5.71391487121582,5.23430252075195,7.65022563934326,6.01543521881104,10.8954048156738,5.87060165405273
"Illinois",14,2009,0,0,1.7994179725647,5.65661478042603,5.18903493881226,7.57362794876099,5.98543977737427,10.8919687271118,5.86712789535522
"Illinois",14,2010,0,0,1.70792424678802,5.52311182022095,5.05449295043945,7.53584432601929,5.96506261825562,10.8348836898804,5.93593597412109
"Indiana",15,2000,0,0,1.78569877147675,5.38215446472168,4.66751098632812,7.80453395843506,5.57626008987427,10.8539867401123,5.83624792098999
"Indiana",15,2001,0,0,1.93973433971405,5.42183065414429,4.79408740997314,7.81645202636719,5.63909149169922,10.814323425293,5.86694431304932
"Indiana",15,2002,0,0,1.80049121379852,5.39560604095459,4.70548868179321,7.80070877075195,5.66684627532959,10.8147058486938,5.88980484008789
"Indiana",15,2003,0,0,1.7257981300354,5.40449285507202,4.66696166992188,7.79196119308472,5.6629467010498,10.8256406784058,5.94899702072144
"Indiana",15,2004,0,0,1.6516238451004,5.27190589904785,4.65570735931396,7.80536603927612,5.64324140548706,10.7967147827148,5.98202419281006
"Indiana",15,2005,0,0,1.76514410972595,5.22108840942383,4.71621370315552,7.81708765029907,5.61343717575073,10.7662935256958,5.9948034286499
"Indiana",15,2006,1,0.5,1.74636578559875,5.16445446014404,4.73461151123047,7.7820782661438,5.53093194961548,10.8016757965088,6.02406740188599
"Indiana",15,2007,1,1,1.72589445114136,5.19831705093384,4.82613945007324,7.76733875274658,5.54707765579224,10.8177766799927,6.06506681442261
"Indiana",15,2008,1,1,1.62578272819519,5.23544073104858,4.78594970703125,7.74631881713867,5.52385807037354,10.7601985931396,6.10262537002563
"Indiana",15,2009,1,1,1.59315001964569,5.2572865486145,4.75219392776489,7.6792688369751,5.58260869979858,10.715217590332,6.11855506896973
"Indiana",15,2010,1,1,1.50880980491638,5.23442077636719,4.5674204826355,7.65998935699463,5.48560667037964,10.743371963501,6.0730152130127
"Iowa",16,2000,0,0,0.488555520772934,5.35992860794067,3.63626217842102,7.7438702583313,5.57494354248047,10.8570547103882,5.64146995544434
"Iowa",16,2001,0,0,0.573071002960205,5.36256074905396,3.7120373249054,7.76214838027954,5.58517169952393,10.8290157318115,5.64348363876343
"Iowa",16,2002,0,0,0.440482944250107,5.41690301895142,3.72019743919373,7.78958225250244,5.58281087875366,10.8147659301758,5.69204235076904
"Iowa",16,2003,0,0,0.565680384635925,5.38563919067383,3.68451476097107,7.72652626037598,5.57591533660889,10.800799369812,5.70687580108643
"Iowa",16,2004,0,0,0.433876872062683,5.4312424659729,3.70586252212524,7.68802261352539,5.56552219390869,10.821496963501,5.70044565200806
"Iowa",16,2005,0,0,0.334584623575211,5.44912958145142,3.69582772254944,7.65978288650513,5.57593488693237,10.8577098846436,5.72102737426758
"Iowa",16,2006,0,0,0.647843480110168,5.37134218215942,3.78790378570557,7.63764762878418,5.54266738891602,10.8598251342773,5.6957859992981
"Iowa",16,2007,0,0,0.297037035226822,5.40977764129639,3.80259442329407,7.55889415740967,5.57157373428345,10.8479766845703,5.68290710449219
"Iowa",16,2008,0,0,0.947824597358704,5.36619567871094,3.73411774635315,7.46880912780762,5.59508371353149,10.8351793289185,5.6826548576355
"Iowa",16,2009,0,0,0.243453726172447,5.36302185058594,3.69677734375,7.42077398300171,5.60016393661499,10.8504629135132,5.68985080718994
"Iowa",16,2010,0,0,0.25137060880661,5.35917901992798,3.50650429725647,7.36432456970215,5.58557462692261,10.8031816482544,5.74210786819458
"Kansas",17,2000,0,0,1.86931753158569,5.62555170059204,4.36403799057007,8.0301628112793,5.9193000793457,10.8587102890015,5.76871681213379
"Kansas",17,2001,0,0,1.2588437795639,5.6528902053833,4.5298171043396,7.9891095161438,5.93784999847412,10.8396596908569,5.79389476776123
"Kansas",17,2002,0,0,1.08557379245758,5.57550573348999,4.4090404510498,7.93902158737183,5.9372034072876,10.8523035049438,5.8265962600708
"Kansas",17,2003,0,0,1.55428814888,5.63169002532959,4.44332551956177,8.00912189483643,5.95199108123779,10.8673486709595,5.84551429748535
"Kansas",17,2004,0,0,1.52557373046875,5.61086082458496,4.22373914718628,8.02517604827881,5.9284873008728,10.7664194107056,5.82274770736694
"Kansas",17,2005,0,0,1.33322632312775,5.66799020767212,4.21086597442627,7.95951128005981,5.96882009506226,10.7565832138062,5.83061265945435
"Kansas",17,2006,1,0.600000023841858,1.52489590644836,5.76423788070679,4.2350435256958,7.93896150588989,5.93516159057617,10.8048677444458,5.76503229141235
"Kansas",17,2007,1,1,1.37431967258453,5.81491804122925,4.3017144203186,7.88987493515015,5.94514560699463,10.8395414352417,5.75359010696411
"Kansas",17,2008,1,1,1.40285587310791,5.73044013977051,4.10320711135864,7.80314254760742,5.9138126373291,10.7889680862427,5.72786712646484
"Kansas",17,2009,1,1,1.5040568113327,5.70815229415894,4.16347694396973,7.76553344726562,5.90852975845337,10.7244777679443,5.7400164604187
"Kansas",17,2010,1,1,1.26113665103912,5.61527824401855,3.99809813499451,7.7163667678833,5.92126846313477,10.7413625717163,5.76659679412842
"Kentucky",18,2000,0,0,1.59223818778992,5.23377084732056,4.41780281066895,7.52969217300415,5.52700567245483,10.7345685958862,5.93993902206421
"Kentucky",18,2001,0,0,1.52201819419861,5.02453470230103,4.41576051712036,7.50024652481079,5.53065633773804,10.7650470733643,5.96720123291016
"Kentucky",18,2002,0,0,1.56888329982758,5.12527799606323,4.36571741104126,7.50626754760742,5.53044414520264,10.70445728302,5.99212980270386
"Kentucky",18,2003,0,0,1.50885891914368,4.95910930633545,4.38874006271362,7.45342588424683,5.52906703948975,10.6870918273926,6.02884435653687
"Kentucky",18,2004,0,0,1.76719903945923,4.89937162399292,4.39530086517334,7.46723127365112,5.52997446060181,10.6238603591919,6.09110736846924
"Kentucky",18,2005,0,0,1.5435928106308,4.96785545349121,4.50995063781738,7.45786380767822,5.52857255935669,10.6210098266602,6.18301200866699
"Kentucky",18,2006,1,0.468493163585663,1.43703496456146,5.01140975952148,4.47697353363037,7.45422506332397,5.49043989181519,10.6619310379028,6.16437292098999
"Kentucky",18,2007,1,1,1.6454815864563,5.09605121612549,4.56745862960815,7.42554521560669,5.50098276138306,10.633111000061,6.28034400939941
"Kentucky",18,2008,1,1,1.56229948997498,5.12244510650635,4.56297016143799,7.50679969787598,5.48299741744995,10.6375131607056,6.23937606811523
"Kentucky",18,2009,1,1,1.46496117115021,4.88819646835327,4.45031356811523,7.44739055633545,5.50753545761108,10.6774768829346,6.23223161697388
"Kentucky",18,2010,1,1,1.46579217910767,4.79340219497681,4.46366119384766,7.44905471801758,5.45536994934082,10.6270666122437,6.16500759124756
"Louisiana",19,2000,0,0,2.55908894538879,6.17630958557129,5.15806818008423,8.11111354827881,6.17164659500122,10.5685434341431,6.70015239715576
"Louisiana",19,2001,0,0,2.44858384132385,6.17996025085449,5.20202827453613,8.07819175720215,6.17948198318481,10.6222295761108,6.71795988082886
"Louisiana",19,2002,0,0,2.61297559738159,6.15327501296997,5.0988655090332,8.02815341949463,6.25078392028809,10.6265821456909,6.71994400024414
"Louisiana",19,2003,0,0,2.59455227851868,6.0991735458374,5.07945919036865,7.99586343765259,6.19284915924072,10.5896606445312,6.71723031997681
"Louisiana",19,2004,0,0,2.57279324531555,6.12814140319824,5.00951957702637,8.0263557434082,6.19313097000122,10.6466150283813,6.73718690872192
"Louisiana",19,2005,0,0,2.32739090919495,6.10555219650269,4.80056238174438,7.85186958312988,5.95327138900757,10.6355428695679,6.71172046661377
"Louisiana",19,2006,1,0.375342458486557,2.57315039634705,6.27106380462646,4.93161773681641,7.87262392044067,6.092209815979,10.5829925537109,6.76064586639404
"Louisiana",19,2007,1,1,2.67591285705566,6.28412866592407,4.97881507873535,7.90633487701416,6.17997980117798,10.6792049407959,6.76176929473877
